Volatility 3 Framework 2.27.0

Offset	Name
0x3ee56070	\Windows\System32\profapi.dll
0x3ee56730	\Windows\System32\dbghelp.dll
0x3ee57950	\Windows\System32\winlogon.exe
0x3ee57d30	\Windows\System32\wsock32.dll
0x3ee58070	\Windows\System32\winnsi.dll
0x3ee58410	\Windows\System32\wininit.exe
0x3ee586a0	\$Directory
0x3ee587f0	\Windows\System32\slc.dll
0x3ee59c10	\Windows\System32\en-US\ActionCenter.dll.mui
0x3ee59d60	\Windows\System32\imm32.dll
0x3ee5ae90	\Windows\System32\en-US\psxss.exe.mui
0x3ee5c4e0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ee5d970	\Windows\System32
0x3ee60b20	\$Directory
0x3ee61200	\Windows\winsxs\Manifests\amd64_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.7600.16385_none_020095e6d39a70fd.manifest
0x3ee61730	\Windows\System32\sxs.dll
0x3ee63070	\Windows\Fonts\malgunbd.ttf
0x3ee63c90	\Windows\System32\RpcRtRemote.dll
0x3ee65930	\Windows\Fonts\gulim.ttc
0x3ee65af0	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x3ee67590	\Windows\System32\KBDUS.DLL
0x3ee678b0	\Windows\Fonts\segoeui.ttf
0x3ee68070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ee6a270	\Windows\Fonts\batang.ttc
0x3ee6d070	\Windows\System32\tcpipcfg.dll
0x3ee6ef20	\$Directory
0x3ee6f560	\Windows\System32\mprmsg.dll
0x3ee706d0	\Windows\Fonts\malgun.ttf
0x3ee709f0	\Windows\Fonts\msjh.ttf
0x3ee70f20	\Windows\System32\en-US\mprmsg.dll.mui
0x3ee71460	\Windows\Fonts\msyhbd.ttf
0x3ee71840	\Windows\Fonts\meiryo.ttc
0x3ee71a10	\Windows\System32\mprapi.dll
0x3ee72ab0	\Windows\Fonts\meiryob.ttc
0x3ee72e20	\Windows\Fonts\simsunb.ttf
0x3ee73bd0	\Windows\Fonts\msjhbd.ttf
0x3ee74070	\Windows\Fonts\msyh.ttf
0x3ee744a0	\Windows\Fonts\mingliu.ttc
0x3ee75920	\Windows\Fonts\mingliub.ttc
0x3ee75c00	\Windows\Fonts\msgothic.ttc
0x3ee76a00	\Windows\Fonts\msmincho.ttc
0x3ee77360	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{52703F48-2E5D-4639-97EE-C2FFA06736BB}
0x3ee77690	\ProgramData\Microsoft\RAC\StateData\RacDatabase.sdf
0x3ee79070	\Windows\System32\dxgi.dll
0x3ee79c70	\Windows\Fonts\segoeuib.ttf
0x3ee79f20	\Windows\Fonts\marlett.ttf
0x3ee7aa90	\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x3ee7b780	\Windows\System32\WinSATAPI.dll
0x3ee7b8d0	\Windows\Fonts\simsun.ttc
0x3ee7c070	\Windows\System32\sqlceoledb30.dll
0x3ee7d070	\Windows\System32\security.dll
0x3ee7e270	\Windows\Fonts\tahoma.ttf
0x3ee7e8c0	\Users\Alissa Simpson\NTUSER.DAT
0x3ee7f280	\Windows\Fonts\micross.ttf
0x3ee80070	\Windows\System32\msidle.dll
0x3ee802e0	\Windows\Fonts\StaticCache.dat
0x3ee82370	\Windows\Cursors\aero_ns.cur
0x3ee82860	\Windows\System32
0x3ee82c10	\Users\Alissa Simpson\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x3ee836d0	\Windows\Cursors\aero_nesw.cur
0x3ee838e0	\Windows\System32\KBDUS.DLL
0x3ee848e0	\Windows\System32
0x3ee85d80	\Windows\Cursors\aero_up.cur
0x3ee867d0	\Windows\Cursors\aero_busy.ani
0x3ee89910	\Windows\System32\wscisvif.dll
0x3ee8a150	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{CE138999-C8A8-4226-8CF4-FD263831F429}
0x3ee8a690	\Users\SmartNet\ntuser.dat.LOG2
0x3ee8b8e0	\Windows\System32\wscproxystub.dll
0x3ee8c650	\$Directory
0x3ee8c8a0	\Users\Public\Music\Sample Music\desktop.ini
0x3ee8cda0	\$Directory
0x3ee8d070	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{13442ED2-5CFD-4614-9D0D-E5951D1725D9}
0x3ee8d380	\Windows\System32\wdi\LogFiles\BootCKCL.etl
0x3ee8d8f0	\Users\SmartNet\AppData\Local\Microsoft\Windows\Burn\Burn\desktop.ini
0x3ee8db00	\lsass
0x3ee8edf0	\Users\Public\Recorded TV\Sample Media\desktop.ini
0x3ee8ef20	\Windows\rescache\rc0004\Segment1.cmf
0x3ee8f700	\$Directory
0x3ee90700	\Windows\Cursors\aero_arrow.cur
0x3ee90f20	\Windows\Cursors\aero_nwse.cur
0x3ee91070	\Windows\System32\en-US\KernelBase.dll.mui
0x3ee912d0	\Windows\System32\dllhost.exe
0x3ee91510	\Windows\Cursors\aero_unavail.cur
0x3ee918e0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x3ee91a30	\Windows\Cursors\aero_ew.cur
0x3ee92a10	\Windows\Cursors\aero_move.cur
0x3ee92bf0	\Windows\Fonts\desktop.ini
0x3ee92f20	\ProgramData\Microsoft\Search\Data\Applications\Windows\tmp.edb
0x3ee936a0	\Windows\Globalization\Sorting\SortDefault.nls
0x3ee939c0	\Windows\Cursors\aero_link.cur
0x3ee93b10	\Windows\Cursors\aero_helpsel.cur
0x3ee93d20	\Windows\Cursors\aero_working.ani
0x3ee94290	\Windows\System32\WlS0WndH.dll
0x3ee94500	\InitShutdown
0x3ee94c90	\Windows\Cursors\aero_pen.cur
0x3ee95f20	\Windows\System32\cryptbase.dll
0x3ee964a0	\InitShutdown
0x3ee96740	\InitShutdown
0x3ee97c90	\$Directory
0x3ee98070	\Windows\System32\services.exe
0x3ee99570	\Windows\winsxs\Manifests\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a.manifest
0x3ee998d0	\$Directory
0x3ee9a420	\Windows\System32\secur32.dll
0x3ee9aba0	\$Directory
0x3ee9c760	\Windows\winsxs\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9.manifest
0x3ee9cf20	\$Directory
0x3ee9d070	\Windows\winsxs\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.7600.16385_en-us_ba5641d1849f93bc.manifest
0x3ee9d230	\Windows\System32\apphelp.dll
0x3ee9d540	\Windows\System32\bcrypt.dll
0x3ee9d7e0	\Windows\winsxs\Manifests\amd64_microsoft.windows.isolationautomation_6595b64144ccf1df_1.0.0.0_none_ee2620cf57bc84de.manifest
0x3ee9d9f0	\Windows\System32\lsm.exe
0x3ee9e630	\Windows\System32
0x3ee9ff20	\Windows\System32\lsass.exe
0x3eea18c0	\Windows\System32\sspicli.dll
0x3eea2070	\Windows\System32
0x3eea3d40	\Windows\System32
0x3eea4070	\Windows\System32\sspisrv.dll
0x3eea5a10	\Windows\System32\sysntfy.dll
0x3eea6d40	\Windows\System32\scext.dll
0x3eea6f20	\Windows\System32\wmsgapi.dll
0x3eea7680	\Windows\System32\lsasrv.dll
0x3eea9910	\Windows\System32\samsrv.dll
0x3eeab610	\Windows\System32\scesrv.dll
0x3eeabc00	\Windows\System32\wevtapi.dll
0x3eeabf20	\Windows\System32\cryptdll.dll
0x3eeaf740	\Windows\Media\Desktop.ini
0x3eeb2850	\Windows\win.ini
0x3eeb2f20	\Users\SmartNet\Music\desktop.ini
0x3eeb42e0	\Windows\System32\upnp.dll
0x3eeb4700	\$Directory
0x3eeb4f20	\Windows\System32\ssdpsrv.dll
0x3eeb5ac0	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.3.Crwl
0x3eeb5c10	\Windows\System32\sppobjs.dll
0x3eeb5f20	\Windows\System32\sppobjs.dll
0x3eeb6f20	\Endpoint
0x3eeb8730	\Users\SmartNet\AppData\Local\Microsoft\Credentials
0x3eeb8f20	\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0x3eebbbf0	\Users\SmartNet\Desktop\desktop.ini
0x3eebc360	\Windows\System32\cngaudit.dll
0x3eebc530	\Windows\SysWOW64\wuapp.exe
0x3eebe070	\Windows\System32\authz.dll
0x3eec0a40	\Windows\System32\ncrypt.dll
0x3eec1ba0	\Windows\System32\framedynos.dll
0x3eec38a0	\$Directory
0x3eec5b60	\Windows\System32\config\RegBack\SECURITY
0x3eec5df0	\Windows\System32\config\SECURITY.LOG2
0x3eec74a0	\Windows\System32\netjoin.dll
0x3eec75f0	\Windows\System32\msprivs.dll
0x3eec7c70	\Windows\System32\defragproxy.dll
0x3eec9070	\Windows\System32\wdi\BootPerformanceDiagnostics_SystemData.bin
0x3eecc6f0	\Windows\Fonts\script.fon
0x3eecc840	\Windows\System32\negoexts.dll
0x3eecd270	\Windows\System32\kerberos.dll
0x3eecd7e0	\Windows\Fonts\roman.fon
0x3eecdf20	\Windows\Fonts\modern.fon
0x3eed1590	\Windows\System32\cryptsp.dll
0x3eed3c50	\Windows\Fonts\smallf.fon
0x3eed3da0	\Windows\System32\mswsock.dll
0x3eed6430	\$Directory
0x3eed6580	\Windows\System32\wship6.dll
0x3eed7640	\Windows\Fonts\serife.fon
0x3eed7ba0	\Windows\Fonts\coure.fon
0x3eed8490	\Windows\System32\msv1_0.dll
0x3eed98c0	\Windows\Fonts\smalle.fon
0x3eed9dd0	\Windows\System32\schannel.dll
0x3eed9f20	\Windows\Fonts\sserife.fon
0x3eedb190	\Windows\System32\dnsapi.dll
0x3eedb6e0	\Windows\System32\netlogon.dll
0x3eedbea0	\Windows\debug\PASSWD.LOG
0x3eedc070	\Windows\System32\rsaenh.dll
0x3eedc6e0	\Windows\System32\rsaenh.dll
0x3eedc830	\Windows\System32\drivers\tsusbhub.sys
0x3eedcb80	\Windows\System32\TSpkg.dll
0x3eedf530	\Windows\System32\wdigest.dll
0x3eee0450	\ntsvcs
0x3eee05a0	\ntsvcs
0x3eee0840	\ntsvcs
0x3eee0a20	\scerpc
0x3eee1050	\Windows\System32\config\SAM.LOG1
0x3eee1200	\protected_storage
0x3eee18d0	\scerpc
0x3eee2d50	\protected_storage
0x3eee2ea0	\protected_storage
0x3eee3720	\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x3eee3c30	\Windows\System32\config\SAM.LOG2
0x3eee5180	\$Directory
0x3eee6050	\Windows\System32\config\RegBack\SAM
0x3eee6360	\$Directory
0x3eee64c0	\Windows\System32\Microsoft\Protect\S-1-5-18\User\f22e410f-f947-4e08-8f2a-8f65df603f8d
0x3eee8440	\Windows\System32\scecli.dll
0x3eee8f20	\Windows\System32\en-US\sntsearch.dll.mui
0x3eee95b0	\Windows\System32\ubpm.dll
0x3eeecc80	\Endpoint
0x3eeecf20	\Endpoint
0x3eef0480	\Windows\System32\SearchIndexer.exe
0x3eef0f20	\Endpoint
0x3eef18a0	\Windows\System32\conhost.exe
0x3eef5600	\$Directory
0x3eef61f0	\Windows\System32
0x3eef6610	\Windows\System32\SPInf.dll
0x3eef6c60	\Windows\System32\svchost.exe
0x3eef8340	\Windows\System32\catroot2\edb.log
0x3eefa820	\Windows\System32\devrtl.dll
0x3eefaf20	\Windows\System32\umpnpmgr.dll
0x3eeff2b0	\plugplay
0x3eeff400	\plugplay
0x3eeff6a0	\plugplay
0x3ef00690	\Windows\System32\gpapi.dll
0x3ef02070	\Windows\System32\LogFiles\Scm\fb3c354d-297a-4eb2-9b58-090f6361906b
0x3ef025a0	\$ConvertToNonresident
0x3ef04ae0	\Windows\System32\umpo.dll
0x3ef05a60	\Windows\System32\pcwum.dll
0x3ef07640	\browser
0x3ef238c0	\$Directory
0x3ef25590	\Windows\System32\powrprof.dll
0x3ef25db0	\Windows\System32\VBoxControl.exe
0x3ef262f0	\$ConvertToNonresident
0x3ef264e0	\Windows\System32\drivers\luafv.sys
0x3ef28f20	\Windows\System32\ntmarta.dll
0x3ef2a5f0	\Windows\System32
0x3ef2d950	\Windows\System32\version.dll
0x3ef32f20	\Windows\System32\VBoxService.exe
0x3ef34f20	\Windows\System32\msxml6r.dll
0x3ef36200	\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat{8400a281-1709-11ea-82a6-080027c6589a}.TM.blf
0x3ef36a30	\Windows\System32
0x3ef38460	\Windows\System32\tquery.dll
0x3ef39500	\Windows\System32\psxss.exe
0x3ef3a650	\Windows\System32\wdi\{86432a0b-3c7d-4ddf-a89c-172faa90485d}\S-1-5-21-3073570648-3149397540-2269648332-1001_UserData.bin
0x3ef3af20	\Users\Alissa Simpson\Favorites\Links\desktop.ini
0x3ef3b800	\Windows\System32\wuapi.dll
0x3ef3bf20	\Windows\System32\en-US\Defrag.exe.mui
0x3ef3c540	\$Directory
0x3ef3c850	\Users\SmartNet\AppData\Local\Microsoft\Media Player\CurrentDatabase_372.wmdb
0x3ef3cd10	\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat{8400a281-1709-11ea-82a6-080027c6589a}.TMContainer00000000000000000001.regtrans-ms
0x3ef3ce60	\Windows\System32\mssrch.dll
0x3ef3e1c0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x3ef3f070	\Windows\System32\rpcss.dll
0x3ef3f6e0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT
0x3ef406d0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1
0x3ef408e0	\Windows\System32\RpcEpMap.dll
0x3ef40f20	\$Directory
0x3ef41070	\Windows\System32\VBoxMRXNP.dll
0x3ef41750	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2
0x3ef42980	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x3ef44070	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x3ef45160	\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x3ef46a80	\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x3ef49240	\Windows\System32
0x3ef4d560	\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x3ef4d780	\Windows\System32\RacEngn.dll
0x3ef4f710	\Windows\System32\VBoxTray.exe
0x3ef4f9f0	\Windows\winsxs\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3.manifest
0x3ef55510	\Windows\System32\ntlanman.dll
0x3ef55660	\Winsock2\CatalogChangeListener-2d0-0
0x3ef56070	\Endpoint
0x3ef57170	\Endpoint
0x3ef57480	\Endpoint
0x3ef57830	\Endpoint
0x3ef57a40	\Windows\System32\drprov.dll
0x3ef57b90	\Windows\System32\WSHTCPIP.DLL
0x3ef57e20	\Endpoint
0x3ef58f20	\Endpoint
0x3ef59070	\epmapper
0x3ef59580	\Endpoint
0x3ef59f20	\Endpoint
0x3ef5a480	\Windows\System32\wshqos.dll
0x3ef5b750	\LSM_API_service
0x3ef5be20	\epmapper
0x3ef5c070	\Windows\System32\davclnt.dll
0x3ef5cf20	\Endpoint
0x3ef5d070	\epmapper
0x3ef5d9c0	\$Directory
0x3ef5ea90	\Endpoint
0x3ef5ecc0	\Winsock2\CatalogChangeListener-1a8-0
0x3ef5ee10	\Endpoint
0x3ef608d0	\Windows\System32\FirewallAPI.dll
0x3ef63580	\LSM_API_service
0x3ef66a20	\Endpoint
0x3ef671d0	\LSM_API_service
0x3ef67f20	\Endpoint
0x3ef69d40	\Windows\System32\sqlcese30.dll
0x3ef6b540	\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.0.regtrans-ms
0x3ef6c070	\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\More Games from Microsoft.lnk
0x3ef6c2d0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows PowerShell Modules.lnk
0x3ef6c700	\Windows\System32\davhlpr.dll
0x3ef6ca60	\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0x3ef6d890	\Windows\System32\LogonUI.exe
0x3ef6db90	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0x3ef6dda0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1
0x3ef6e680	\Windows\System32\netman.dll
0x3ef707a0	\Windows\System32\SNTSearch.dll
0x3ef71a40	\Users\SmartNet\Videos\desktop.ini
0x3ef71f20	\Users\Public\Videos\Sample Videos\desktop.ini
0x3ef72560	\Windows\System32\en-US\AudioSrv.dll.mui
0x3ef76070	\Windows\System32\browcli.dll
0x3ef79440	\Windows\System32\NlsLexicons0009.dll
0x3ef7adb0	\Windows\System32\sqlceqp30.dll
0x3ef7b580	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms
0x3ef7bbc0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x3ef7c920	\Windows\System32\VBoxHook.dll
0x3ef7cf20	\Windows\winsxs\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac.manifest
0x3ef7ef20	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x3ef817c0	\Windows\System32\wbem\NCProv.dll
0x3ef81e90	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll
0x3ef82f20	\Windows\System32
0x3ef87b00	\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x3ef881d0	\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x3ef894f0	\$Directory
0x3ef898a0	\Windows\System32\drivers\VBoxGuest.sys
0x3ef8ae50	\Windows\System32\rpcss.dll
0x3ef8b640	\Windows\System32\netshell.dll
0x3ef8bbf0	\Windows\System32\wtsapi32.dll
0x3ef8d940	\$Directory
0x3ef8da90	\ProgramData\Microsoft\RAC\PublishedData\RacWmiDatabase.sdf
0x3ef90070	\Windows\System32\authui.dll
0x3ef90390	\Windows\System32\propsys.dll
0x3ef919e0	\Windows\System32\dhcpcsvc.dll
0x3ef91c80	\Windows\System32\wevtsvc.dll
0x3ef91f20	\Windows\ehome\ehSSO.dll
0x3ef92110	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ef94b30	\Windows\System32\cryptui.dll
0x3ef96300	\Windows\System32\cabinet.dll
0x3ef96620	\Endpoint
0x3ef96cd0	\Endpoint
0x3ef96f20	\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat{8400a281-1709-11ea-82a6-080027c6589a}.TMContainer00000000000000000002.regtrans-ms
0x3ef97420	\Windows\System32\upnp.dll
0x3ef98a80	\Program Files\Internet Explorer\ieproxy.dll
0x3ef99f20	\Windows\System32\wmp.dll
0x3ef9c350	\Program Files\Windows Defender\MpRTP.dll
0x3ef9dc00	\Windows\System32\ieframe.dll
0x3ef9ddc0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ef9ebf0	\Windows\System32\tzres.dll
0x3ef9f070	\Windows\WindowsShell.Manifest
0x3ef9f1c0	\eventlog
0x3ef9f460	\eventlog
0x3ef9f640	\Endpoint
0x3efa0070	\eventlog
0x3efa0bf0	\Windows\System32\fltLib.dll
0x3efa2ac0	\$Directory
0x3efa5190	\Windows\System32
0x3efa6070	\Windows\System32\audiosrv.dll
0x3efa87d0	\Windows\SUA\var\adm\utmpx
0x3efaa1b0	\$Directory
0x3efab070	\Windows\System32
0x3efab360	\Windows\System32\pnidui.dll
0x3efae310	\Endpoint
0x3efaf440	\Endpoint
0x3efaf590	\Winsock2\CatalogChangeListener-330-0
0x3efafdd0	\Windows\System32\mmcss.dll
0x3efb0620	\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat
0x3efb1690	\Windows\System32\avrt.dll
0x3efb1f20	\Endpoint
0x3efb22d0	\Windows\System32\MMDevAPI.dll
0x3efb2f20	\Windows\System32\d3d10_1core.dll
0x3efb58b0	\$Directory
0x3efb64b0	\Windows\System32\mssprxy.dll
0x3efb6d00	\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive1.dat
0x3efb6f20	\Windows\System32\winevt\Logs\System.evtx
0x3efb7320	\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x3efb7b80	\Windows\System32\shacct.dll
0x3efb7f20	\Windows\System32\RacEngn.dll
0x3efb8cc0	\Windows\System32\drivers\psxdrv.sys
0x3efb9180	\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x3efba480	\Windows\System32\wups.dll
0x3efbaf20	\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\WindowsUpdate.log
0x3efbf310	\Windows\System32\dssenh.dll
0x3efbfe20	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{54889D56-1FD9-49F5-A3EC-21DF8B4E6FEA}
0x3efc0a80	\Windows\System32\wmpps.dll
0x3efc1d20	\Windows\System32\winevt\Logs\Application.evtx
0x3efc1f20	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0x3efc26d0	\$PrepareToShrinkFileSize
0x3efc2820	\Windows\System32\winevt\Logs\Security.evtx
0x3efc2dc0	\ProgramData\Microsoft\User Account Pictures\user.bmp
0x3efc39f0	\$PrepareToShrinkFileSize
0x3efc3c40	\Windows\System32\hnetcfg.dll
0x3efc4a20	\Windows\System32\profsvc.dll
0x3efc7070	\Windows\System32\winevt\Logs\Media Center.evtx
0x3efc85e0	\Windows\inf\nettcpip.PNF
0x3efcce20	\Windows\System32\winevt\Logs\Key Management Service.evtx
0x3efcd510	\Windows\System32\winevt\Logs\Internet Explorer.evtx
0x3efcd660	\Windows\System32\uxtheme.dll
0x3efcdb70	\Windows\System32\adtschema.dll
0x3efcdcc0	\Windows\System32\winevt\Logs\Windows PowerShell.evtx
0x3efcdf20	\Windows\SUA\var\adm\wtmpx
0x3efcead0	\$Directory
0x3efcf420	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx
0x3efd05e0	\Windows\System32\winevt\Logs\HardwareEvents.evtx
0x3efd0d10	\Windows\setupact.log
0x3efd12e0	\Windows\SUA\var\adm\.security
0x3efd1720	\Windows\System32\Syncreg.dll
0x3efd2070	\emicinwave
0x3efd2550	\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a\GdiPlus.dll
0x3efd2e20	\$ConvertToNonresident
0x3efd64a0	\eheadphonetopo
0x3efe25f0	\Windows\System32\netprofm.dll
0x3efe2d70	\espeakertopo
0x3efe38a0	\Program Files\Windows Defender\MpEvMsg.dll
0x3efe3f20	\emicintopo
0x3efe5630	\Windows\System32\audiodg.exe
0x3efe5f20	\Windows\System32
0x3efea3b0	\Windows\System32\en-US\audiodg.exe.mui
0x3efea8e0	\Windows\System32\dui70.dll
0x3efeaea0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx
0x3efef2e0	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{2B28CE69-404A-4D30-A5BE-034B3853DEB2}
0x3efef520	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx
0x3efefb50	\Device\HarddiskVolume2\Users\SmartNet\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x3eff0070	\Windows\System32\sxshared.dll
0x3eff02f0	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{F7BE3439-F708-44CC-AB5D-CC651C42C76A}
0x3eff1620	\Windows\inf\netip6.PNF
0x3eff2920	\Windows\System32\radardt.dll
0x3eff4750	\Windows\System32\Sens.dll
0x3eff5b30	\Windows\System32\imapi2.dll
0x3eff6160	\Windows\System32
0x3eff7d70	\Windows\System32\MsCtfMonitor.dll
0x3eff84a0	\Windows\System32\rasdlg.dll
0x3eff8ad0	\Windows\SysWOW64\VBoxMRXNP.dll
0x3eff8da0	\Windows\System32\dwm.exe
0x3eff97f0	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0x3eff9dc0	\Users\SmartNet\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000003.db
0x3effb3e0	\Windows\System32\microsoft-windows-kernel-power-events.dll
0x3effc1f0	\Windows\System32\mlang.dll
0x3effc5d0	\espeakertopo
0x3effdd10	\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3
0x3effdf20	\$Directory
0x3effe070	\espeakerwave
0x3efff070	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{883602F7-5A4B-495D-8B71-16ED3910C090}
0x3efff500	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{6D469063-18FC-417F-BE11-4FE9D5C7F44F}
0x3efff670	\emicintopo
0x3f12a2c0	\$Directory
0x3f12e2c0	\$Directory
0x3f1402c0	\Windows\System32\cfgmgr32.dll
0x3f1462c0	\Windows\System32\crypt32.dll
0x3f15b2c0	\Windows\System32\devobj.dll
0x3f15e2c0	\Windows\System32\msasn1.dll
0x3f1622c0	\Windows\SysWOW64\wintrust.dll
0x3f178f20	\Windows\System32\rpcrt4.dll
0x3f18eca0	\Windows\System32\drivers\ndproxy.sys
0x3f1a5660	\Windows\SysWOW64\rpcrt4.dll
0x3f1ae310	\Windows\System32\drivers\HdAudio.sys
0x3f1b4f20	\Windows\SysWOW64\devobj.dll
0x3f1c2500	\Windows\SysWOW64\urlmon.dll
0x3f1c3540	\Windows\SysWOW64\difxapi.dll
0x3f1c39a0	\Windows\SysWOW64\user32.dll
0x3f1c63e0	\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\MpSfc.bin
0x3f1c7070	\ProgramData\Microsoft\Windows Defender\IMpService925A3ACA-C353-458A-AC8D-A7E5EB378092.lock
0x3f1c7cd0	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu
0x3f1c8770	\Windows\System32\oleaccrc.dll
0x3f1c9f20	\Windows\System32\batmeter.dll
0x3f1ca570	\Windows\System32\wscapi.dll
